x_left, y_left, z_left, x_right, y_right, z_right
0.11811907589435577, 0.8478593230247498, -0.039760030806064606, 0.49394428730010986, 0.7959032654762268, -0.02751884050667286
0.12228083610534668, 0.8441210985183716, -0.038456715643405914, 0.4863043427467346, 0.8014761209487915, -0.03032100386917591
0.121616430580616, 0.8271953463554382, -0.03559088706970215, 0.47844457626342773, 0.7847486734390259, -0.03721676021814346
0.12123724818229675, 0.772068977355957, -0.031706199049949646, 0.47573262453079224, 0.7244513630867004, -0.02992890402674675
0.13904258608818054, 0.6739653944969177, -0.0392359122633934, 0.4665219187736511, 0.6377688050270081, -0.04621483385562897
0, 0, 0, 0, 0, 0
0, 0, 0, 0.4493614435195923, 0.48589247465133667, -0.028475206345319748
0.13817903399467468, 0.48850294947624207, -0.02684139646589756, 0.44408345222473145, 0.44599100947380066, -0.04484935849905014
0.14566592872142792, 0.45893120765686035, -0.025461487472057343, 0.4400552213191986, 0.41628190875053406, -0.03875851258635521
0.14726419746875763, 0.43823593854904175, -0.022004179656505585, 0.43524011969566345, 0.39775675535202026, -0.03742866963148117
0.15069301426410675, 0.42414790391921997, -0.020625608041882515, 0.43511727452278137, 0.3969457149505615, -0.03360102325677872
0.15231212973594666, 0.421528697013855, -0.026177428662776947, 0.4313111901283264, 0.39512842893600464, -0.02824699692428112
0.15753604471683502, 0.4256936013698578, -0.025931527838110924, 0.42981767654418945, 0.402913361787796, -0.02494112402200699
0.1628948450088501, 0.43425020575523376, -0.02529844455420971, 0.43057864904403687, 0.4159136116504669, -0.024973738938570023
0.16320402920246124, 0.4527178704738617, -0.023702431470155716, 0.4316485822200775, 0.43478745222091675, -0.0270832572132349
0.16373120248317719, 0.4801017940044403, -0.01844850368797779, 0.4338756799697876, 0.46391385793685913, -0.025693129748106003
0.17145197093486786, 0.5236314535140991, -0.023129049688577652, 0.4332842528820038, 0.4950229227542877, -0.027256106957793236
0.18065273761749268, 0.5701881051063538, -0.022055430337786674, 0.4339272081851959, 0.5411130785942078, -0.021472299471497536
0.1803719401359558, 0.6016953587532043, -0.02903604879975319, 0.4305339753627777, 0.5795994997024536, -0.02940579131245613
0.17965173721313477, 0.6170302033424377, -0.02912059612572193, 0.4331936240196228, 0.5925393104553223, -0.03066536970436573
0.18444432318210602, 0.5937785506248474, -0.026157068088650703, 0.43963196873664856, 0.569452702999115, -0.02994444966316223
0.17959940433502197, 0.5603150725364685, -0.019526515156030655, 0.44315922260284424, 0.5383540987968445, -0.029765985906124115
0.17652572691440582, 0.5221973657608032, -0.018897926434874535, 0.44431018829345703, 0.5024381279945374, -0.02916133962571621
0.1806776374578476, 0.4887204170227051, -0.018481679260730743, 0.43998661637306213, 0.4713469445705414, -0.03185388445854187
0.1836889386177063, 0.4691247045993805, -0.01793680153787136, 0.4362487494945526, 0.45250630378723145, -0.03264239430427551
0.18479296565055847, 0.46135759353637695, -0.01701073721051216, 0.4349236488342285, 0.44789451360702515, -0.03003445453941822
0.18502312898635864, 0.46143782138824463, -0.016712674871087074, 0.4329919219017029, 0.44929876923561096, -0.029226716607809067
0.19020724296569824, 0.4708048701286316, -0.018669243901968002, 0.4313024878501892, 0.4611344039440155, -0.028518758714199066
0.1911308467388153, 0.4963703155517578, -0.018200267106294632, 0.4361850917339325, 0.4919925332069397, -0.02764468640089035
0.1949298232793808, 0.5318575501441956, -0.02140364609658718, 0.43110978603363037, 0.5179703831672668, -0.03141593188047409
0.19001050293445587, 0.5535011887550354, -0.02195308916270733, 0.43203023076057434, 0.5403165221214294, -0.02912956476211548
0.19299247860908508, 0.5711265802383423, -0.023238830268383026, 0.4321727156639099, 0.5474019050598145, -0.03320608660578728
0.1952144354581833, 0.5802929997444153, -0.026341794058680534, 0.43110188841819763, 0.547041118144989, -0.033400844782590866
0.19645042717456818, 0.5849692821502686, -0.02521849051117897, 0.4301159977912903, 0.5475122928619385, -0.03159555792808533
0.19979608058929443, 0.595276415348053, -0.026322318241000175, 0.42936164140701294, 0.5533973574638367, -0.03216066583991051
0.20179438591003418, 0.6076719760894775, -0.029004687443375587, 0.42758095264434814, 0.5691738128662109, -0.028202451765537262
0.20059379935264587, 0.6164021492004395, -0.02985776774585247, 0.42441391944885254, 0.5868277549743652, -0.03368404507637024
0.20297563076019287, 0.6109631061553955, -0.030123241245746613, 0.425167441368103, 0.5937342047691345, -0.03656823933124542
0.20319637656211853, 0.5866479277610779, -0.033220015466213226, 0.4262907803058624, 0.5747802257537842, -0.035520896315574646
0.20133619010448456, 0.5448158979415894, -0.026223337277770042, 0.42467814683914185, 0.5434278249740601, -0.0355609692633152
0.2023448944091797, 0.5065430402755737, -0.019783999770879745, 0.42447906732559204, 0.5046084523200989, -0.029769765213131905
0.19913336634635925, 0.4724639058113098, -0.01883481815457344, 0.4233987331390381, 0.468467652797699, -0.026463380083441734
0.2020721733570099, 0.4460180997848511, -0.015107132494449615, 0.42070311307907104, 0.4422968327999115, -0.030113359913229942
0.20482610166072845, 0.4313426613807678, -0.016014421358704567, 0.41494083404541016, 0.4241696000099182, -0.0309666208922863
0.20625148713588715, 0.42483872175216675, -0.015436298213899136, 0.411410927772522, 0.4224582016468048, -0.029087362810969353
0.21035008132457733, 0.4276233911514282, -0.015543661080300808, 0.4117494821548462, 0.42142346501350403, -0.02643321268260479
0.20974145829677582, 0.4413869380950928, -0.012142661958932877, 0.41187143325805664, 0.43054020404815674, -0.025270264595746994
0.21395514905452728, 0.4657633304595947, -0.016832266002893448, 0.4119581878185272, 0.44880715012550354, -0.027863861992955208
0.21356484293937683, 0.4984820783138275, -0.024634186178445816, 0.4121688902378082, 0.48076191544532776, -0.020652830600738525
0.21183796226978302, 0.5198283195495605, -0.022873561829328537, 0.40636005997657776, 0.49697303771972656, -0.030124736949801445
0.21521133184432983, 0.5239164233207703, -0.022807369008660316, 0.40769296884536743, 0.5115305185317993, -0.032776664942502975
0.22272799909114838, 0.5364200472831726, -0.023659612983465195, 0.40392568707466125, 0.5198208689689636, -0.0307720135897398
0.22434747219085693, 0.5558903217315674, -0.01927928626537323, 0.4043548107147217, 0.5401013493537903, -0.026572346687316895
0.22871872782707214, 0.5855423212051392, -0.0227434691041708, 0.4102546274662018, 0.5955214500427246, -0.024647891521453857
0.22473028302192688, 0.6262689828872681, -0.028403105214238167, 0.41216611862182617, 0.6530199646949768, -0.02199927717447281
0, 0, 0, 0, 0, 0
0, 0, 0, 0.3883035182952881, 0.7888458371162415, -0.03574280068278313
0.24872618913650513, 0.7933657169342041, -0.03646157309412956, 0.39243751764297485, 0.8157308101654053, -0.015773996710777283
0.2548119127750397, 0.7983580231666565, -0.03787733614444733, 0.3868069052696228, 0.8194830417633057, -0.015130298212170601
0.25793635845184326, 0.796880841255188, -0.03928240016102791, 0.3794121742248535, 0.8147192001342773, -0.021501297131180763
0.2595549523830414, 0.793819010257721, -0.039179086685180664, 0.3753158450126648, 0.8062489628791809, -0.018096162006258965
0.26014527678489685, 0.7918803095817566, -0.03836473822593689, 0.3711150884628296, 0.8000527620315552, -0.015265489928424358
0.260784387588501, 0.7912578582763672, -0.04042121395468712, 0.36973243951797485, 0.7951536774635315, -0.040816113352775574
0.26101094484329224, 0.792887270450592, -0.03811637684702873, 0.3677648603916168, 0.7901652455329895, -0.05020330846309662
0.2606932818889618, 0.7945016622543335, -0.039821356534957886, 0.3657294511795044, 0.7845791578292847, -0.0540865883231163
0.2603791654109955, 0.7959516644477844, -0.03663903847336769, 0.36375540494918823, 0.7815288305282593, -0.05432378128170967
0.26091909408569336, 0.7981163859367371, -0.037678394466638565, 0.36244240403175354, 0.7804297208786011, -0.055283091962337494
0.2609206438064575, 0.7995800971984863, -0.039468903094530106, 0.3638123869895935, 0.7781921029090881, -0.05562644079327583
0.26024121046066284, 0.8028928637504578, -0.0382036454975605, 0.36407774686813354, 0.7785655856132507, -0.05412368103861809
0.26048386096954346, 0.8057581782341003, -0.039257314056158066, 0.3643189072608948, 0.7821274399757385, -0.05277707427740097
0.26111656427383423, 0.8095717430114746, -0.03848987817764282, 0.36183249950408936, 0.7884916663169861, -0.053077325224876404
0.26384902000427246, 0.8131060004234314, -0.040350884199142456, 0.3613733649253845, 0.7980368733406067, -0.04965178668498993
0.26476335525512695, 0.8181814551353455, -0.03718753159046173, 0.35808736085891724, 0.8067774176597595, -0.04914771392941475
0.26557913422584534, 0.8214786648750305, -0.03880956023931503, 0.35772210359573364, 0.8101211190223694, -0.05156116187572479
0.266035795211792, 0.824709951877594, -0.03944099321961403, 0.3564320206642151, 0.7898590564727783, -0.04747971147298813
0.26957422494888306, 0.828983724117279, -0.04155455529689789, 0, 0, 0
0.27155551314353943, 0.8329671621322632, -0.041553936898708344, 0, 0, 0
0.27196845412254333, 0.836229145526886, -0.04183999449014664, 0, 0, 0
0.27262067794799805, 0.8325845003128052, -0.04271669685840607, 0, 0, 0
0.2644820511341095, 0.8500271439552307, -0.03794284537434578, 0.2708795368671417, 0.8360374569892883, -0.0412905216217041
0.27065765857696533, 0.8404106497764587, -0.04018016159534454, 0, 0, 0
0.3507995903491974, 0.77243971824646, -0.03146195039153099, 0, 0, 0
0.25350144505500793, 0.68150395154953, -0.045756254345178604, 0.35549262166023254, 0.682533860206604, -0.0481550395488739
0.23846597969532013, 0.6399951577186584, -0.04221445322036743, 0.370866060256958, 0.6245502233505249, -0.035667866468429565
0.23220796883106232, 0.6222652196884155, -0.03811941295862198, 0.37536558508872986, 0.600418210029602, -0.04403219372034073
0.2232874184846878, 0.6369244456291199, -0.024258119985461235, 0.3825741410255432, 0.6103559136390686, -0.028829917311668396
0.21868804097175598, 0.6823554635047913, -0.03870005905628204, 0.38721945881843567, 0.6354619264602661, -0.050939206033945084
0.21387960016727448, 0.7360716462135315, -0.040313124656677246, 0.3846530616283417, 0.6534935235977173, -0.03310036659240723
0.21434763073921204, 0.7590917944908142, -0.039877187460660934, 0.38391342759132385, 0.6570487022399902, -0.03718603029847145
0.21565879881381989, 0.7646738886833191, -0.044561948627233505, 0.38149499893188477, 0.6565385460853577, -0.03856315836310387
0.2215331792831421, 0.7698385715484619, -0.049007873982191086, 0.37626057863235474, 0.6615196466445923, -0.0397348515689373
0.22841130197048187, 0.7813596129417419, -0.05625293403863907, 0.35739806294441223, 0.6787375807762146, -0.03668966516852379
0.2369595468044281, 0.7819344401359558, -0.058825697749853134, 0.357777863740921, 0.690111517906189, -0.033800262957811356
0.24244076013565063, 0.7922457456588745, -0.061298999935388565, 0.3513094186782837, 0.7114768624305725, -0.028136296197772026
0.24630632996559143, 0.7814128994941711, -0.05742683261632919, 0.3474765717983246, 0.7186836004257202, -0.03921491280198097
0.24394480884075165, 0.7617554664611816, -0.055577680468559265, 0.3524145483970642, 0.7113825678825378, -0.04698760807514191
0.23753513395786285, 0.7265791296958923, -0.037739574909210205, 0, 0, 0
