x_left, y_left, z_left, x_right, y_right, z_right
0, 0, 0, 0.4245513379573822, 0.9515387415885925, -0.010479742661118507
0, 0, 0, 0, 0, 0
0.4765312373638153, 0.6153220534324646, -0.014437437988817692, 0, 0, 0
0.12472251057624817, 0.6661129593849182, -0.05239342153072357, 0.49080637097358704, 0.6103497743606567, -0.008473058231174946
0.11441679298877716, 0.6180608868598938, -0.034820668399333954, 0.497325599193573, 0.5648398995399475, -0.011157558299601078
0.10918410867452621, 0.5806415677070618, -0.0358494333922863, 0.5024431943893433, 0.5234160423278809, -0.022293467074632645
0.10684110224246979, 0.5580689311027527, -0.034864816814661026, 0.5039191246032715, 0.49966052174568176, -0.032913938164711
0.10623431205749512, 0.5490784645080566, -0.03488780930638313, 0.5030551552772522, 0.4924415647983551, -0.034224364906549454
0.1062503308057785, 0.5572136640548706, -0.03538803383708, 0.5019702315330505, 0.4997404217720032, -0.03927699103951454
0.10660753399133682, 0.5807623267173767, -0.03608474135398865, 0.5000402331352234, 0.5206042528152466, -0.03271245211362839
0.10088354349136353, 0.6336275339126587, -0.04084126278758049, 0.5019906163215637, 0.5572763681411743, -0.02300667203962803
0.0970936268568039, 0.7124118804931641, -0.04609987512230873, 0.5065479874610901, 0.6173039674758911, -0.031640417873859406
0.10061915218830109, 0.7865861654281616, -0.03638365492224693, 0.5053368806838989, 0.7043742537498474, -0.013741772621870041
0.10202537477016449, 0.8031497597694397, -0.03560340777039528, 0.5014089345932007, 0.7544384598731995, -0.01914619840681553
0.10413782298564911, 0.8043795824050903, -0.03676469996571541, 0.5004961490631104, 0.7652049660682678, -0.02113301493227482
0.10651845484972, 0.8112670183181763, -0.036495376378297806, 0.4983464479446411, 0.7742980718612671, -0.022784432396292686
0.10693635046482086, 0.8175431489944458, -0.037365835160017014, 0.49837246537208557, 0.7789715528488159, -0.02427814155817032
0.10497738420963287, 0.8202226758003235, -0.037734124809503555, 0.5005254745483398, 0.7809043526649475, -0.02439121901988983
0.10392102599143982, 0.819506824016571, -0.03559741750359535, 0.501497745513916, 0.780823826789856, -0.025879118591547012
0.10461704432964325, 0.8182092308998108, -0.03675217926502228, 0.4997771084308624, 0.7795960307121277, -0.02401108294725418
0.10606072843074799, 0.8171846866607666, -0.03654776141047478, 0.4970152676105499, 0.7790907621383667, -0.024474546313285828
0.10691946744918823, 0.8166218996047974, -0.036585405468940735, 0.49544233083724976, 0.779191792011261, -0.024685272946953773
0.10747773945331573, 0.8168173432350159, -0.03635132312774658, 0.4945553243160248, 0.7786129713058472, -0.024392079561948776
0.10707691311836243, 0.8168409466743469, -0.03601616248488426, 0.49500957131385803, 0.7772025465965271, -0.025280006229877472
0.10652334988117218, 0.8178543448448181, -0.035745084285736084, 0.4965571463108063, 0.774853527545929, -0.026961272582411766
0.10589420795440674, 0.8193964958190918, -0.03624875470995903, 0.4982506036758423, 0.7708855867385864, -0.028148390352725983
0.10583801567554474, 0.820706307888031, -0.03658977150917053, 0.49919313192367554, 0.7677866220474243, -0.02722817473113537
0.10625070333480835, 0.8224180936813354, -0.03616849705576897, 0.4998086392879486, 0.7663955688476562, -0.02581784874200821
0.10775835812091827, 0.8254031538963318, -0.03607809916138649, 0.4999736249446869, 0.7687059640884399, -0.025080643594264984
0.10904206335544586, 0.8295772075653076, -0.036058757454156876, 0.4996785521507263, 0.7735270261764526, -0.026061957702040672
0.11175219714641571, 0.8350181579589844, -0.037270788103342056, 0.4997881054878235, 0.779471218585968, -0.026106497272849083
0.11468853801488876, 0.8413488864898682, -0.038184862583875656, 0.4979507029056549, 0.7880905270576477, -0.025145962834358215
